persona_id,email_istituzionale,email_pec,form_contatti_url,telefono_e164,indirizzo_ufficio,sito_ufficiale,fonte_url,fonte_data
309220,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=309220,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=309220,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
305880,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305880,2025-08-17
301531,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301531,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301531,2025-08-17
301531,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301531,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301531,2025-08-17
308761,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308761,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308761,2025-08-17
308761,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308761,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308761,2025-08-17
308761,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308761,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308761,2025-08-17
308895,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308895,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308895,2025-08-17
308895,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308895,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308895,2025-08-17
306064,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,2025-08-17
306064,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,2025-08-17
306064,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,2025-08-17
306064,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,2025-08-17
306064,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,2025-08-17
306064,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306064,2025-08-17
308781,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,2025-08-17
308781,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,2025-08-17
308781,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,2025-08-17
308781,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,2025-08-17
308781,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,2025-08-17
308781,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308781,2025-08-17
308244,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,2025-08-17
308244,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,2025-08-17
308244,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,2025-08-17
308244,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308244,2025-08-17
300674,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300674,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300674,2025-08-17
300674,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300674,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300674,2025-08-17
300674,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300674,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300674,2025-08-17
307686,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307686,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307686,2025-08-17
307686,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307686,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307686,2025-08-17
307143,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307143,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307143,2025-08-17
307143,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307143,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307143,2025-08-17
307471,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,2025-08-17
307471,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,2025-08-17
307471,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,2025-08-17
307471,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,2025-08-17
307471,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,2025-08-17
307471,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307471,2025-08-17
